t,q
5716,1.45046144
5717,1.45082928
5718,1.45119712
5719,1.45156496
5720,1.4519328
5721,1.45230064
5722,1.45266848
5723,1.45303632
5724,1.45340416
5725,1.453772
5726,1.45413984
5727,1.45450768
5728,1.45487552
5729,1.45524336
5730,1.4556112
5731,1.45597904
5732,1.45634688
5733,1.45671472
5734,1.45708256
5735,1.4574504
5736,1.45781824
5737,1.45818608
5738,1.45855392
5739,1.45892176
5740,1.4592896
5741,1.45965744
5742,1.46002528
5743,1.46039312
5744,1.46076096
5745,1.4611288
5746,1.46149664
5747,1.46186448
5748,1.46223232
5749,1.46260016
5750,1.462968
5751,1.46333584
5752,1.46370368
5753,1.46407152
5754,1.46443936
5755,1.4648072
5756,1.46517504
5757,1.46554288
5758,1.46591072
5759,1.46627856
5760,1.4666464
5761,1.46701424
5762,1.46738208
5763,1.46774992
5764,1.46811776
5765,1.4684856
5766,1.46885344
5767,1.46922128
5768,1.46958912
5769,1.46995696
5770,1.4703248
5771,1.47069264
5772,1.47106048
5773,1.47142832
5774,1.47179616
5775,1.472164
5776,1.47253184
5777,1.47289968
5778,1.47326752
5779,1.47363536
5780,1.4740032
5781,1.47437104
5782,1.47473888
5783,1.47510672
5784,1.47547456
5785,1.4758424
5786,1.47621024
5787,1.47657808
5788,1.47694592
5789,1.47731376
5790,1.4776816
5791,1.47804944
5792,1.47841728
5793,1.47878512
5794,1.47915296
5795,1.4795208
5796,1.47988864
5797,1.48025648
5798,1.48062432
5799,1.48099216
5800,1.48136
5801,1.48172784
5802,1.48209568
5803,1.48246352
5804,1.48283136
5805,1.4831992
5806,1.48356704
5807,1.48393488
5808,1.48430272
5809,1.48467056
5810,1.4850384
5811,1.48540624
5812,1.48577408
5813,1.48614192
5814,1.48650976
5815,1.4868776
5816,1.48724544
5817,1.48761328
5818,1.48798112
5819,1.48834896
5820,1.4887168
5821,1.48908464
5822,1.48945248
5823,1.48982032
5824,1.49018816
5825,1.490556
5826,1.49092384
5827,1.49129168
5828,1.49165952
5829,1.49202736
5830,1.4923952
5831,1.49276304
5832,1.49313088
5833,1.49349872
5834,1.49386656
5835,1.4942344
5836,1.49460224
5837,1.49497008
5838,1.49533792
5839,1.49570576
5840,1.4960736
5841,1.49644144
5842,1.49680928
5843,1.49717712
5844,1.49754496
5845,1.4979128
5846,1.49828064
5847,1.49864848
5848,1.49901632
5849,1.49938416
5850,1.499752
5851,1.50011984
5852,1.50048768
5853,1.50085552
5854,1.50122336
5855,1.5015912
5856,1.50195904
5857,1.50232688
5858,1.50269472
5859,1.50306256
5860,1.5034304
5861,1.50379824
5862,1.50416608
5863,1.50453392
5864,1.50490176
5865,1.5052696
5866,1.50563744
5867,1.50600528
5868,1.50637312
5869,1.50674096
5870,1.5071088
5871,1.50747664
5872,1.50784448
5873,1.50821232
5874,1.50858016
5875,1.508948
5876,1.50931584
5877,1.50968368
5878,1.51005152
5879,1.51041936
5880,1.5107872
5881,1.51115504
5882,1.51152288
5883,1.51189072
5884,1.51225856
5885,1.5126264
5886,1.51299424
5887,1.51336208
5888,1.51372992
5889,1.51409776
5890,1.5144656
5891,1.51483344
5892,1.51520128
5893,1.51556912
5894,1.51593696
5895,1.5163048
5896,1.51667264
5897,1.51704048
5898,1.51740832
5899,1.51777616
5900,1.518144
5901,1.51851184
5902,1.51887968
5903,1.51924752
5904,1.51961536
5905,1.5199832
5906,1.52035104
5907,1.52071888
5908,1.52108672
5909,1.52145456
5910,1.5218224
5911,1.52219024
5912,1.52255808
5913,1.52292592
5914,1.52329376
5915,1.5236616
5916,1.52402944
5917,1.52439728
5918,1.52476512
5919,1.52513296
5920,1.5255008
5921,1.52586864
5922,1.52623648
5923,1.52660432
5924,1.52697216
5925,1.52734
5926,1.52770784
5927,1.52807568
5928,1.52844352
5929,1.52881136
5930,1.5291792
5931,1.52954704
5932,1.52991488
5933,1.53028272
5934,1.53065056
5935,1.5310184
5936,1.53138624
5937,1.53175408
5938,1.53212192
5939,1.53248976
5940,1.5328576
5941,1.53322544
5942,1.53359328
5943,1.53396112
5944,1.53432896
5945,1.5346968
5946,1.53506464
5947,1.53543248
5948,1.53580032
5949,1.53616816
5950,1.536536
5951,1.53690384
5952,1.53727168
5953,1.53763952
5954,1.53800736
5955,1.5383752
5956,1.53874304
5957,1.53911088
5958,1.53947872
5959,1.53984656
5960,1.5402144
5961,1.54058224
5962,1.54095008
5963,1.54131792
5964,1.54168576
5965,1.5420536
5966,1.54242144
5967,1.54278928
5968,1.54315712
5969,1.54352496
5970,1.5438928
5971,1.54426064
5972,1.54462848
5973,1.54499632
5974,1.54536416
5975,1.545732
5976,1.54609984
5977,1.54646768
5978,1.54683552
5979,1.54720336
5980,1.5475712
5981,1.54793904
5982,1.54830688
5983,1.54867472
5984,1.54904256
5985,1.5494104
5986,1.54977824
5987,1.55014608
5988,1.55051392
5989,1.55088176
5990,1.5512496
5991,1.55161744
5992,1.55198528
5993,1.55235312
5994,1.55272096
5995,1.5530888
5996,1.55345664
5997,1.55382448
5998,1.55419232
5999,1.55456016
6000,1.554928
6001,1.55529584
6002,1.55566368
6003,1.55603152
6004,1.55639936
6005,1.5567672
6006,1.55713504
6007,1.55750288
6008,1.55787072
6009,1.55823856
6010,1.5586064
6011,1.55897424
6012,1.55934208
6013,1.55970992
6014,1.56007776
6015,1.5604456
6016,1.56081344
6017,1.56118128
6018,1.56154912
6019,1.56191696
6020,1.5622848
6021,1.56265264
6022,1.56302048
6023,1.56338832
6024,1.56375616
6025,1.564124
6026,1.56449184
6027,1.56485968
6028,1.56522752
6029,1.56559536
6030,1.5659632
6031,1.56633104
6032,1.56669888
6033,1.56706672
6034,1.56743456
6035,1.5678024
6036,1.56817024
6037,1.56853808
6038,1.56890592
6039,1.56927376
6040,1.5696416
6041,1.57000944
6042,1.57037728
6043,1.57074512
6044,1.57111296
6045,1.5714808
6046,1.57184864
6047,1.57221648
6048,1.57258432
6049,1.57295216
6050,1.57332
6051,1.57368784
6052,1.57405568
6053,1.57442352
6054,1.57479136
6055,1.5751592
6056,1.57552704
6057,1.57589488
6058,1.57626272
6059,1.57663056
6060,1.5769984
6061,1.57736624
6062,1.57773408
6063,1.57810192
6064,1.57846976
6065,1.5788376
6066,1.57920544
6067,1.57957328
6068,1.57994112
6069,1.58030896
6070,1.5806768
6071,1.58104464
6072,1.58141248
6073,1.58178032
6074,1.58214816
6075,1.582516
6076,1.58288384
6077,1.58325168
6078,1.58361952
6079,1.58398736
6080,1.5843552
6081,1.58472304
6082,1.58509088
6083,1.58545872
6084,1.58582656
6085,1.5861944
6086,1.58656224
6087,1.58693008
6088,1.58729792
6089,1.58766576
6090,1.5880336
6091,1.58840144
6092,1.58876928
6093,1.58913712
6094,1.58950496
6095,1.5898728
6096,1.59024064
6097,1.59060848
6098,1.59097632
6099,1.59134416
6100,1.591712
6101,1.59207984
6102,1.59244768
6103,1.59281552
6104,1.59318336
6105,1.5935512
6106,1.59391904
6107,1.59428688
6108,1.59465472
6109,1.59502256
6110,1.5953904
6111,1.59575824
6112,1.59612608
6113,1.59649392
6114,1.59686176
6115,1.5972296
6116,1.59759744
6117,1.59796528
6118,1.59833312
6119,1.59870096
6120,1.5990688
6121,1.59943664
6122,1.59980448
6123,1.60017232
6124,1.60054016
6125,1.600908
6126,1.60127584
6127,1.60164368
6128,1.60201152
6129,1.60237936
6130,1.6027472
6131,1.60311504
6132,1.60348288
6133,1.60385072
6134,1.60421856
6135,1.6045864
6136,1.60495424
6137,1.60532208
6138,1.60568992
6139,1.60605776
6140,1.6064256
6141,1.60679344
6142,1.60716128
6143,1.60752912
6144,1.60789696
6145,1.6082648
6146,1.60863264
6147,1.60900048
6148,1.60936832
6149,1.60973616
6150,1.610104
6151,1.61047184
6152,1.61083968
6153,1.61120752
6154,1.61157536
6155,1.6119432
6156,1.61231104
6157,1.61267888
6158,1.61304672
6159,1.61341456
6160,1.6137824
6161,1.61415024
6162,1.61451808
6163,1.61488592
6164,1.61525376
6165,1.6156216
6166,1.61598944
6167,1.61635728
6168,1.61672512
6169,1.61709296
6170,1.6174608
6171,1.61782864
6172,1.61819648
6173,1.61856432
6174,1.61893216
6175,1.6193
6176,1.61966784
6177,1.62003568
6178,1.62040352
6179,1.62077136
6180,1.6211392
6181,1.62150704
6182,1.62187488
6183,1.62224272
6184,1.62261056
6185,1.6229784
6186,1.62334624
6187,1.62371408
6188,1.62408192
6189,1.62444976
6190,1.6248176
6191,1.62518544
6192,1.62555328
6193,1.62592112
6194,1.62628896
6195,1.6266568
6196,1.62702464
6197,1.62739248
6198,1.62776032
6199,1.62812816
6200,1.628496
6201,1.62886384
6202,1.62923168
6203,1.62959952
6204,1.62996736
6205,1.6303352
6206,1.63070304
6207,1.63107088
6208,1.63143872
6209,1.63180656
6210,1.6321744
6211,1.63254224
6212,1.63291008
6213,1.63327792
6214,1.63364576
6215,1.6340136
6216,1.63438144
6217,1.63474928
6218,1.63511712
6219,1.63548496
6220,1.6358528
6221,1.63622064
6222,1.63658848
6223,1.63695632
6224,1.63732416
6225,1.637692
6226,1.63805984
6227,1.63842768
6228,1.63879552
6229,1.63916336
6230,1.6395312
6231,1.63989904
6232,1.64026688
6233,1.64063472
6234,1.64100256
6235,1.6413704
6236,1.64173824
6237,1.64210608
6238,1.64247392
6239,1.64284176
6240,1.6432096
6241,1.64357744
6242,1.64394528
6243,1.64431312
6244,1.64468096
6245,1.6450488
6246,1.64541664
6247,1.64578448
6248,1.64615232
6249,1.64652016
6250,1.646888
6251,1.64725584
6252,1.64762368
6253,1.64799152
6254,1.64835936
6255,1.6487272
6256,1.64909504
6257,1.64946288
6258,1.64983072
6259,1.65019856
6260,1.6505664
6261,1.65093424
6262,1.65130208
6263,1.65166992
6264,1.65203776
6265,1.6524056
6266,1.65277344
6267,1.65314128
6268,1.65350912
6269,1.65387696
6270,1.6542448
6271,1.65461264
6272,1.65498048
6273,1.65534832
6274,1.65571616
6275,1.656084
6276,1.65645184
6277,1.65681968
6278,1.65718752
6279,1.65755536
6280,1.6579232
6281,1.65829104
6282,1.65865888
6283,1.65902672
6284,1.65939456
6285,1.6597624
6286,1.66013024
6287,1.66049808
6288,1.66086592
6289,1.66123376
6290,1.6616016
6291,1.66196944
6292,1.66233728
6293,1.66270512
6294,1.66307296
6295,1.6634408
6296,1.66380864
6297,1.66417648
6298,1.66454432
6299,1.66491216
6300,1.66528
6301,1.66564784
6302,1.66601568
6303,1.66638352
6304,1.66675136
6305,1.6671192
6306,1.66748704
6307,1.66785488
6308,1.66822272
6309,1.66859056
6310,1.6689584
6311,1.66932624
6312,1.66969408
6313,1.67006192
6314,1.67042976
6315,1.6707976
6316,1.67116544
6317,1.67153328
6318,1.67190112
6319,1.67226896
6320,1.6726368
6321,1.67300464
6322,1.67337248
6323,1.67374032
6324,1.67410816
6325,1.674476
6326,1.67484384
6327,1.67521168
6328,1.67557952
6329,1.67594736
6330,1.6763152
6331,1.67668304
6332,1.67705088
6333,1.67741872
6334,1.67778656
6335,1.6781544
6336,1.67852224
6337,1.67889008
6338,1.67925792
6339,1.67962576
6340,1.6799936
6341,1.68036144
6342,1.68072928
6343,1.68109712
6344,1.68146496
6345,1.6818328
6346,1.68220064
6347,1.68256848
6348,1.68293632
6349,1.68330416
6350,1.683672
6351,1.68403984
6352,1.68440768
6353,1.68477552
6354,1.68514336
6355,1.6855112
6356,1.68587904
6357,1.68624688
6358,1.68661472
6359,1.68698256
6360,1.6873504
6361,1.68771824
6362,1.68808608
6363,1.68845392
6364,1.68882176
6365,1.6891896
6366,1.68955744
6367,1.68992528
6368,1.69029312
6369,1.69066096
6370,1.6910288
6371,1.69139664
6372,1.69176448
6373,1.69213232
6374,1.69250016
6375,1.692868
6376,1.69323584
6377,1.69360368
6378,1.69397152
6379,1.69433936
6380,1.6947072
6381,1.69507504
6382,1.69544288
6383,1.69581072
6384,1.69617856
6385,1.6965464
6386,1.69691424
6387,1.69728208
6388,1.69764992
6389,1.69801776
6390,1.6983856
6391,1.69875344
6392,1.69912128
6393,1.69948912
6394,1.69985696
6395,1.7002248
6396,1.70059264
6397,1.70096048
6398,1.70132832
6399,1.70169616
6400,1.702064
6401,1.70243184
6402,1.70279968
6403,1.70316752
6404,1.70353536
6405,1.7039032
6406,1.70427104
6407,1.70463888
6408,1.70500672
6409,1.70537456
6410,1.7057424
6411,1.70611024
6412,1.70647808
6413,1.70684592
6414,1.70721376
6415,1.7075816
6416,1.70794944
6417,1.70831728
6418,1.70868512
6419,1.70905296
6420,1.7094208
6421,1.70978864
6422,1.71015648
6423,1.71052432
6424,1.71089216
6425,1.71126
6426,1.71162784
6427,1.71199568
6428,1.71236352
6429,1.71273136
6430,1.7130992
6431,1.71346704
6432,1.71383488
6433,1.71420272
6434,1.71457056
6435,1.7149384
6436,1.71530624
6437,1.71567408
6438,1.71604192
6439,1.71640976
6440,1.7167776
6441,1.71714544
6442,1.71751328
6443,1.71788112
6444,1.71824896
6445,1.7186168
6446,1.71898464
6447,1.71935248
6448,1.71972032
6449,1.72008816
6450,1.720456
6451,1.72082384
6452,1.72119168
6453,1.72155952
6454,1.72192736
6455,1.7222952
6456,1.72266304
6457,1.72303088
6458,1.72339872
6459,1.72376656
6460,1.7241344
6461,1.72450224
6462,1.72487008
6463,1.72523792
6464,1.72560576
6465,1.7259736
6466,1.72634144
6467,1.72670928
6468,1.72707712
6469,1.72744496
6470,1.7278128
6471,1.72818064
6472,1.72854848
6473,1.72891632
6474,1.72928416
6475,1.729652
6476,1.73001984
6477,1.73038768
6478,1.73075552
6479,1.73112336
6480,1.7314912
6481,1.73185904
6482,1.73222688
6483,1.73259472
6484,1.73296256
6485,1.7333304
6486,1.73369824
6487,1.73406608
6488,1.73443392
6489,1.73480176
6490,1.7351696
6491,1.73553744
6492,1.73590528
6493,1.73627312
6494,1.73664096
6495,1.7370088
6496,1.73737664
6497,1.73774448
6498,1.73811232
6499,1.73848016
6500,1.738848
6501,1.73921584
6502,1.73958368
6503,1.73995152
6504,1.74031936
6505,1.7406872
6506,1.74105504
6507,1.74142288
6508,1.74179072
6509,1.74215856
6510,1.7425264
6511,1.74289424
6512,1.74326208
6513,1.74362992
6514,1.74399776
6515,1.7443656
6516,1.74473344
6517,1.74510128
6518,1.74546912
6519,1.74583696
6520,1.7462048
6521,1.74657264
6522,1.74694048
6523,1.74730832
6524,1.74767616
6525,1.748044
6526,1.74841184
6527,1.74877968
6528,1.74914752
6529,1.74951536
6530,1.7498832
6531,1.75025104
6532,1.75061888
6533,1.75098672
6534,1.75135456
6535,1.7517224
6536,1.75209024
6537,1.75245808
6538,1.75282592
6539,1.75319376
6540,1.7535616
6541,1.75392944
6542,1.75429728
6543,1.75466512
6544,1.75503296
6545,1.7554008
6546,1.75576864
6547,1.75613648
6548,1.75650432
6549,1.75687216
6550,1.75724
6551,1.75760784
6552,1.75797568
6553,1.75834352
6554,1.75871136
6555,1.7590792
6556,1.75944704
6557,1.75981488
6558,1.76018272
6559,1.76055056
6560,1.7609184
6561,1.76128624
6562,1.76165408
6563,1.76202192
6564,1.76238976
6565,1.7627576
6566,1.76312544
6567,1.76349328
6568,1.76386112
6569,1.76422896
6570,1.7645968
6571,1.76496464
6572,1.76533248
6573,1.76570032
6574,1.76606816
6575,1.766436
6576,1.76680384
6577,1.76717168
6578,1.76753952
6579,1.76790736
6580,1.7682752
6581,1.76864304
6582,1.76901088
6583,1.76937872
6584,1.76974656
6585,1.7701144
6586,1.77048224
6587,1.77085008
6588,1.77121792
6589,1.77158576
6590,1.7719536
6591,1.77232144
6592,1.77268928
6593,1.77305712
6594,1.77342496
6595,1.7737928
6596,1.77416064
6597,1.77452848
6598,1.77489632
6599,1.77526416
6600,1.775632
6601,1.77599984
6602,1.77636768
6603,1.77673552
6604,1.77710336
6605,1.7774712
6606,1.77783904
6607,1.77820688
6608,1.77857472
6609,1.77894256
6610,1.7793104
6611,1.77967824
6612,1.78004608
6613,1.78041392
6614,1.78078176
6615,1.7811496
6616,1.78151744
6617,1.78188528
6618,1.78225312
6619,1.78262096
6620,1.7829888
6621,1.78335664
6622,1.78372448
6623,1.78409232
6624,1.78446016
6625,1.784828
6626,1.78519584
6627,1.78556368
6628,1.78593152
6629,1.78629936
6630,1.7866672
6631,1.78703504
6632,1.78740288
6633,1.78777072
6634,1.78813856
6635,1.7885064
6636,1.78887424
6637,1.78924208
6638,1.78960992
6639,1.78997776
6640,1.7903456
6641,1.79071344
6642,1.79108128
6643,1.79144912
6644,1.79181696
6645,1.7921848
6646,1.79255264
6647,1.79292048
6648,1.79328832
6649,1.79365616
6650,1.794024
6651,1.79439184
6652,1.79475968
6653,1.79512752
6654,1.79549536
6655,1.7958632
6656,1.79623104
6657,1.79659888
6658,1.79696672
6659,1.79733456
6660,1.7977024
6661,1.79807024
6662,1.79843808
6663,1.79880592
6664,1.79917376
6665,1.7995416
6666,1.79990944
6667,1.80027728
6668,1.80064512
6669,1.80101296
6670,1.8013808
6671,1.80174864
6672,1.80211648
6673,1.80248432
6674,1.80285216
6675,1.80322
6676,1.80358784
6677,1.80395568
6678,1.80432352
6679,1.80469136
6680,1.8050592
6681,1.80542704
6682,1.80579488
6683,1.80616272
6684,1.80653056
6685,1.8068984
6686,1.80726624
6687,1.80763408
6688,1.80800192
6689,1.80836976
6690,1.8087376
6691,1.80910544
6692,1.80947328
6693,1.80984112
6694,1.81020896
6695,1.8105768
6696,1.81094464
6697,1.81131248
6698,1.81168032
6699,1.81204816
6700,1.812416
6701,1.81278384
6702,1.81315168
6703,1.81351952
6704,1.81388736
6705,1.8142552
6706,1.81462304
6707,1.81499088
6708,1.81535872
6709,1.81572656
6710,1.8160944
6711,1.81646224
6712,1.81683008
6713,1.81719792
6714,1.81756576
6715,1.8179336
6716,1.81830144
6717,1.81866928
6718,1.81903712
6719,1.81940496
6720,1.8197728
6721,1.82014064
6722,1.82050848
6723,1.82087632
6724,1.82124416
6725,1.821612
6726,1.82197984
6727,1.82234768
6728,1.82271552
6729,1.82308336
6730,1.8234512
6731,1.82381904
6732,1.82418688
6733,1.82455472
6734,1.82492256
6735,1.8252904
6736,1.82565824
6737,1.82602608
6738,1.82639392
6739,1.82676176
6740,1.8271296
6741,1.82749744
6742,1.82786528
6743,1.82823312
6744,1.82860096
6745,1.8289688
6746,1.82933664
6747,1.82970448
6748,1.83007232
6749,1.83044016
6750,1.830808
6751,1.83117584
6752,1.83154368
6753,1.83191152
6754,1.83227936
6755,1.8326472
6756,1.83301504
6757,1.83338288
6758,1.83375072
6759,1.83411856
6760,1.8344864
6761,1.83485424
6762,1.83522208
6763,1.83558992
6764,1.83595776
6765,1.8363256
6766,1.83669344
6767,1.83706128
6768,1.83742912
6769,1.83779696
6770,1.8381648
6771,1.83853264
6772,1.83890048
6773,1.83926832
6774,1.83963616
6775,1.840004
6776,1.84037184
6777,1.84073968
6778,1.84110752
6779,1.84147536
6780,1.8418432
6781,1.84221104
6782,1.84257888
6783,1.84294672
6784,1.84331456
6785,1.8436824
6786,1.84405024
6787,1.84441808
6788,1.84478592
6789,1.84515376
6790,1.8455216
6791,1.84588944
6792,1.84625728
6793,1.84662512
6794,1.84699296
6795,1.8473608
6796,1.84772864
6797,1.84809648
6798,1.84846432
6799,1.84883216
6800,1.8492
6801,1.84956784
6802,1.84993568
6803,1.85030352
6804,1.85067136
6805,1.8510392
6806,1.85140704
6807,1.85177488
6808,1.85214272
6809,1.85251056
6810,1.8528784
6811,1.85324624
6812,1.85361408
6813,1.85398192
6814,1.85434976
6815,1.8547176
6816,1.85508544
6817,1.85545328
6818,1.85582112
6819,1.85618896
6820,1.8565568
6821,1.85692464
6822,1.85729248
6823,1.85766032
6824,1.85802816
6825,1.858396
6826,1.85876384
6827,1.85913168
6828,1.85949952
6829,1.85986736
6830,1.8602352
6831,1.86060304
6832,1.86097088
6833,1.86133872
6834,1.86170656
6835,1.8620744
6836,1.86244224
6837,1.86281008
6838,1.86317792
6839,1.86354576
6840,1.8639136
6841,1.86428144
6842,1.86464928
6843,1.86501712
6844,1.86538496
6845,1.8657528
6846,1.86612064
6847,1.86648848
6848,1.86685632
6849,1.86722416
6850,1.867592
6851,1.86795984
6852,1.86832768
6853,1.86869552
6854,1.86906336
6855,1.8694312
6856,1.86979904
6857,1.87016688
6858,1.87053472
6859,1.87090256
6860,1.8712704
6861,1.87163824
6862,1.87200608
6863,1.87237392
6864,1.87274176
6865,1.8731096
6866,1.87347744
6867,1.87384528
6868,1.87421312
6869,1.87458096
6870,1.8749488
6871,1.87531664
6872,1.87568448
6873,1.87605232
6874,1.87642016
6875,1.876788
6876,1.87715584
6877,1.87752368
6878,1.87789152
6879,1.87825936
6880,1.8786272
6881,1.87899504
6882,1.87936288
6883,1.87973072
6884,1.88009856
6885,1.8804664
6886,1.88083424
6887,1.88120208
6888,1.88156992
6889,1.88193776
6890,1.8823056
6891,1.88267344
6892,1.88304128
6893,1.88340912
6894,1.88377696
6895,1.8841448
6896,1.88451264
6897,1.88488048
6898,1.88524832
6899,1.88561616
6900,1.885984
6901,1.88635184
6902,1.88671968
6903,1.88708752
6904,1.88745536
6905,1.8878232
6906,1.88819104
6907,1.88855888
6908,1.88892672
6909,1.88929456
6910,1.8896624
6911,1.89003024
6912,1.89039808
6913,1.89076592
6914,1.89113376
6915,1.8915016
6916,1.89186944
6917,1.89223728
6918,1.89260512
6919,1.89297296
6920,1.8933408
6921,1.89370864
6922,1.89407648
6923,1.89444432
6924,1.89481216
6925,1.89518
6926,1.89554784
6927,1.89591568
6928,1.89628352
6929,1.89665136
6930,1.8970192
6931,1.89738704
6932,1.89775488
6933,1.89812272
6934,1.89849056
6935,1.8988584
6936,1.89922624
6937,1.89959408
6938,1.89996192
6939,1.90032976
6940,1.9006976
6941,1.90106544
6942,1.90143328
6943,1.90180112
6944,1.90216896
6945,1.9025368
6946,1.90290464
6947,1.90327248
6948,1.90364032
6949,1.90400816
6950,1.904376
6951,1.90474384
6952,1.90511168
6953,1.90547952
6954,1.90584736
6955,1.9062152
6956,1.90658304
6957,1.90695088
6958,1.90731872
6959,1.90768656
6960,1.9080544
6961,1.90842224
6962,1.90879008
6963,1.90915792
6964,1.90952576
6965,1.9098936
6966,1.91026144
6967,1.91062928
6968,1.91099712
6969,1.91136496
6970,1.9117328
6971,1.91210064
6972,1.91246848
6973,1.91283632
6974,1.91320416
6975,1.913572
6976,1.91393984
6977,1.91430768
6978,1.91467552
6979,1.91504336
6980,1.9154112
6981,1.91577904
6982,1.91614688
6983,1.91651472
6984,1.91688256
6985,1.9172504
6986,1.91761824
6987,1.91798608
6988,1.91835392
6989,1.91872176
6990,1.9190896
6991,1.91945744
6992,1.91982528
6993,1.92019312
6994,1.92056096
6995,1.9209288
6996,1.92129664
6997,1.92166448
6998,1.92203232
6999,1.92240016
7000,1.922768
7001,1.92313584
7002,1.92350368
7003,1.92387152
7004,1.92423936
7005,1.9246072
7006,1.92497504
7007,1.92534288
7008,1.92571072
7009,1.92607856
7010,1.9264464
7011,1.92681424
7012,1.92718208
7013,1.92754992
7014,1.92791776
7015,1.9282856
7016,1.92865344
7017,1.92902128
7018,1.92938912
7019,1.92975696
7020,1.9301248
7021,1.93049264
7022,1.93086048
7023,1.93122832
7024,1.93159616
7025,1.931964
7026,1.93233184
7027,1.93269968
7028,1.93306752
7029,1.93343536
7030,1.9338032
7031,1.93417104
7032,1.93453888
7033,1.93490672
7034,1.93527456
7035,1.9356424
7036,1.93601024
7037,1.93637808
7038,1.93674592
7039,1.93711376
7040,1.9374816
7041,1.93784944
7042,1.93821728
7043,1.93858512
7044,1.93895296
7045,1.9393208
7046,1.93968864
7047,1.94005648
7048,1.94042432
7049,1.94079216
7050,1.94116
7051,1.94152784
7052,1.94189568
7053,1.94226352
7054,1.94263136
7055,1.9429992
7056,1.94336704
7057,1.94373488
7058,1.94410272
7059,1.94447056
7060,1.9448384
7061,1.94520624
7062,1.94557408
7063,1.94594192
7064,1.94630976
7065,1.9466776
7066,1.94704544
7067,1.94741328
7068,1.94778112
7069,1.94814896
7070,1.9485168
7071,1.94888464
7072,1.94925248
7073,1.94962032
7074,1.94998816
7075,1.950356
7076,1.95072384
7077,1.95109168
7078,1.95145952
7079,1.95182736
7080,1.9521952
7081,1.95256304
7082,1.95293088
7083,1.95329872
7084,1.95366656
7085,1.9540344
7086,1.95440224
7087,1.95477008
7088,1.95513792
7089,1.95550576
7090,1.9558736
7091,1.95624144
7092,1.95660928
7093,1.95697712
7094,1.95734496
7095,1.9577128
7096,1.95808064
7097,1.95844848
7098,1.95881632
7099,1.95918416
7100,1.959552
7101,1.95991984
7102,1.96028768
7103,1.96065552
7104,1.96102336
7105,1.9613912
7106,1.96175904
7107,1.96212688
7108,1.96249472
7109,1.96286256
7110,1.9632304
7111,1.96359824
7112,1.96396608
7113,1.96433392
7114,1.96470176
7115,1.9650696
7116,1.96543744
7117,1.96580528
7118,1.96617312
7119,1.96654096
7120,1.9669088
7121,1.96727664
7122,1.96764448
7123,1.96801232
7124,1.96838016
7125,1.968748
7126,1.96911584
7127,1.96948368
7128,1.96985152
7129,1.97021936
7130,1.9705872
7131,1.97095504
7132,1.97132288
7133,1.97169072
7134,1.97205856
7135,1.9724264
7136,1.97279424
7137,1.97316208
7138,1.97352992
7139,1.97389776
7140,1.9742656
7141,1.97463344
7142,1.97500128
7143,1.97536912
7144,1.97573696
7145,1.9761048
7146,1.97647264
7147,1.97684048
7148,1.97720832
7149,1.97757616
7150,1.977944
7151,1.97831184
7152,1.97867968
7153,1.97904752
7154,1.97941536
7155,1.9797832
7156,1.98015104
7157,1.98051888
7158,1.98088672
7159,1.98125456
7160,1.9816224
7161,1.98199024
7162,1.98235808
7163,1.98272592
7164,1.98309376
7165,1.9834616
7166,1.98382944
7167,1.98419728
7168,1.98456512
7169,1.98493296
7170,1.9853008
7171,1.98566864
7172,1.98603648
7173,1.98640432
7174,1.98677216
7175,1.98714
7176,1.98750784
7177,1.98787568
7178,1.98824352
7179,1.98861136
7180,1.9889792
7181,1.98934704
7182,1.98971488
7183,1.99008272
7184,1.99045056
7185,1.9908184
7186,1.99118624
7187,1.99155408
7188,1.99192192
7189,1.99228976
7190,1.9926576
7191,1.99302544
7192,1.99339328
7193,1.99376112
7194,1.99412896
7195,1.9944968
7196,1.99486464
7197,1.99523248
7198,1.99560032
7199,1.99596816
7200,1.996336
7201,1.99707168
7202,1.99780736
7203,1.99854304
7204,1.99927872
7205,2.0000144
7206,2.00075008
7207,2.00148576
7208,2.00222144
7209,2.00295712
7210,2.0036928
7211,2.00442848
7212,2.00516416
7213,2.00589984
7214,2.00663552
7215,2.0073712
7216,2.00810688
7217,2.00884256
7218,2.00957824
7219,2.01031392
7220,2.0110496
7221,2.01178528
7222,2.01252096
7223,2.01325664
7224,2.01399232
7225,2.014728
7226,2.01546368
7227,2.01619936
7228,2.01693504
7229,2.01767072
7230,2.0184064
7231,2.01914208
7232,2.01987776
7233,2.02061344
7234,2.02134912
7235,2.0220848
7236,2.02282048
7237,2.02355616
7238,2.02429184
7239,2.02502752
7240,2.0257632
7241,2.02649888
7242,2.02723456
7243,2.02797024
7244,2.02870592
7245,2.0294416
7246,2.03017728
7247,2.03091296
7248,2.03164864
7249,2.03238432
7250,2.03312
7251,2.03385568
7252,2.03459136
7253,2.03532704
7254,2.03606272
7255,2.0367984
7256,2.03753408
7257,2.03826976
7258,2.03900544
7259,2.03974112
7260,2.0404768
7261,2.04121248
7262,2.04194816
7263,2.04268384
7264,2.04341952
7265,2.0441552
7266,2.04489088
7267,2.04562656
7268,2.04636224
7269,2.04709792
7270,2.0478336
7271,2.04856928
7272,2.04930496
7273,2.05004064
7274,2.05077632
7275,2.051512
7276,2.05224768
7277,2.05298336
